"word","wordLen","urlcount","totalcount","adjFreq","deleted","whyDeleted","Rank","corrected","english"
"1263",4,1,1,2,1,"Number",1545,,0
"1264",4,1,1,2,1,"Number",1545,,0
"12648",5,1,1,2,1,"Number",1545,,0
"1265",4,1,1,2,1,"Number",1545,,0
"1266",4,2,2,4,1,"Number",1544,,0
"1266865902",10,1,1,2,1,"Number",1545,,0
"1266866014",10,1,1,2,1,"Number",1545,,0
"1267",4,1,1,2,1,"Number",1545,,0
"1268",4,1,1,2,1,"Number",1545,,0
"12680",5,1,1,2,1,"Number",1545,,0
"1269",4,252,255,4057,1,"Number",1291,,0
"1269521596",10,1,1,2,1,"Number",1545,,0
"1269521612",10,1,1,2,1,"Number",1545,,0
"126p",4,1,1,2,1,"Number",1545,,0
"127",3,54,56,416,1,"Number",1490,,0
"1270",4,1,1,2,1,"Number",1545,,0
"12711",5,3,6,13,1,"Number",1540,,0
"1271109085",10,1,1,2,1,"Number",1545,,0
"1271109128",10,1,1,2,1,"Number",1545,,0
"12714923810",11,2,2,4,1,"Number",1544,,0
"1272",4,1,1,2,1,"Number",1545,,0
"1274",4,2,2,4,1,"Number",1544,,0
"1275",4,5,5,13,1,"Number",1541,,0
"12757",5,1,1,2,1,"Number",1545,,0
"1276",4,1,1,2,1,"Number",1545,,0
"1278",4,1,1,2,1,"Number",1545,,0
"12782",5,1,1,2,1,"Number",1545,,0
"127c07",6,1,1,2,1,"Number",1545,,0
"127px",5,1,1,2,1,"Number",1545,,0
"128",3,81,82,744,1,"Number",1464,,0
"1280",4,2,2,4,1,"Number",1544,,0
"12800",5,4,4,10,1,"Number",1542,,0
"1280mp",6,1,2,4,1,"Number",1544,,0
"1280x1024",9,2,2,4,1,"Number",1544,,0
"1280x1024x32bit",15,1,1,2,1,"Number",1545,,0
"1280x720",8,1,1,2,1,"Number",1545,,0
"1281",4,1,1,2,1,"Number",1545,,0
"128198",6,1,1,2,1,"Number",1545,,0
"1282",4,1,1,2,1,"Number",1545,,0
"128220",6,4,4,10,1,"Number",1542,,0
"1286",4,1,1,2,1,"Number",1545,,0
"1287",4,1,1,2,1,"Number",1545,,0
"1289",4,2,2,4,1,"Number",1544,,0
"12897243",8,1,1,2,1,"Number",1545,,0
"128mb",5,2,2,4,1,"Number",1544,,0
"128p",4,1,1,2,1,"Number",1545,,0
"128x",4,1,1,2,1,"Number",1545,,0
"129",3,508,544,12274,1,"Number",1006,,0
"1290",4,1,1,2,1,"Number",1545,,0
"1292",4,2,2,4,1,"Number",1544,,0
"1293",4,1,1,2,1,"Number",1545,,0
"1294",4,1,1,2,1,"Number",1545,,0
"1295",4,3,3,7,1,"Number",1543,,0
"12966",5,1,1,2,1,"Number",1545,,0
"1297",4,3,4,9,1,"Number",1542,,0
"12999",5,1,1,2,1,"Number",1545,,0
"129px",5,1,1,2,1,"Number",1545,,0
"12cm",4,1,1,2,1,"Number",1545,,0
"12h",3,6,9,25,1,"Number",1537,,0
"12h00",5,1,1,2,1,"Number",1545,,0
"12h25",5,1,1,2,1,"Number",1545,,0
"12h30",5,8,9,28,1,"Number",1537,,0
"12km",4,1,1,2,1,"Number",1545,,0
"12mar10",7,2,2,4,1,"Number",1544,,0
"12mb",4,2,2,4,1,"Number",1544,,0
"12mp",4,2,2,4,1,"Number",1544,,0
"12o",3,1,1,2,1,"Number",1545,,0
"12px",4,7,96,273,1,"Number",1450,,0
"12rm",4,1,3,5,1,"Number",1543,,0
"12th",4,2,4,8,1,"Number",1542,,0
"12v",3,4,12,28,1,"Number",1534,,0
"12volts",7,1,1,2,1,"Number",1545,,0
"12x18",5,8,8,25,1,"Number",1538,,0
"12yenpd8",8,1,1,2,1,"Number",1545,,0
"13",2,2630,5846,299861,1,"Number",113,,0
"130",3,90,91,869,1,"Number",1455,,0
"1300",4,5,5,13,1,"Number",1541,,0
"13006",5,1,1,2,1,"Number",1545,,0
"1302",4,1,1,2,1,"Number",1545,,0
"130562652",9,1,4,7,1,"Number",1542,,0
"13063",5,3,3,7,1,"Number",1543,,0
"130673",6,4,4,10,1,"Number",1542,,0
"1307",4,1,1,2,1,"Number",1545,,0
"1308",4,1,1,2,1,"Number",1545,,0
"13088",5,1,1,2,1,"Number",1545,,0
"130euros",8,1,2,4,1,"Number",1544,,0
"130g",4,1,1,2,1,"Number",1545,,0
"130px",5,1,2,4,1,"Number",1544,,0
"130x130",7,1,1,2,1,"Number",1545,,0
"131",3,37,40,248,1,"Number",1506,,0
"13106",5,3,3,7,1,"Number",1543,,0
"1312",4,4,4,10,1,"Number",1542,,0
"13132",5,1,1,2,1,"Number",1545,,0
"1315",4,1,1,2,1,"Number",1545,,0
"1316",4,2,2,4,1,"Number",1544,,0
"1317",4,1,1,2,1,"Number",1545,,0
"1318",4,89,89,845,1,"Number",1457,,0
"1319",4,3,3,7,1,"Number",1543,,0
"131aw",5,2,2,4,1,"Number",1544,,0
"131bo",5,2,2,4,1,"Number",1544,,0
"131ca",5,2,2,4,1,"Number",1544,,0
"131de",5,2,2,4,1,"Number",1544,,0
"131px",5,1,1,2,1,"Number",1545,,0
"132",3,27,29,154,1,"Number",1517,,0
"1322",4,1,1,2,1,"Number",1545,,0
"132304",6,1,1,2,1,"Number",1545,,0
"13236",5,1,1,2,1,"Number",1545,,0
"1324",4,1,1,2,1,"Number",1545,,0
"1325",4,89,89,845,1,"Number",1457,,0
"1327",4,1,1,2,1,"Number",1545,,0
"1328",4,2,2,4,1,"Number",1544,,0
"1329",4,1,1,2,1,"Number",1545,,0
"132987",6,1,1,2,1,"Number",1545,,0
"133",3,25,28,144,1,"Number",1518,,0
"1330",4,1,1,2,1,"Number",1545,,0
"133262",6,1,1,2,1,"Number",1545,,0
"1333",4,5,13,33,1,"Number",1533,,0
"13333",5,4,4,10,1,"Number",1542,,0
"133360",6,1,1,2,1,"Number",1545,,0
"1333mhz",7,3,3,7,1,"Number",1543,,0
"133415",6,1,1,2,1,"Number",1545,,0
"133598",6,1,1,2,1,"Number",1545,,0
"1336",4,1,1,2,1,"Number",1545,,0
"1337",4,1,1,2,1,"Number",1545,,0
"13385",5,1,1,2,1,"Number",1545,,0
"1339",4,1,1,2,1,"Number",1545,,0
"133px",5,1,1,2,1,"Number",1545,,0
"134",3,36,42,256,1,"Number",1504,,0
"1340",4,2,2,4,1,"Number",1544,,0
"134145",6,1,1,2,1,"Number",1545,,0
"1342",4,3,3,7,1,"Number",1543,,0
"1343",4,1,1,2,1,"Number",1545,,0
"1344",4,1,1,2,1,"Number",1545,,0
"13455b",6,2,2,4,1,"Number",1544,,0
"1346",4,3,3,7,1,"Number",1543,,0
"1347",4,3,3,7,1,"Number",1543,,0
"1349",4,2,2,4,1,"Number",1544,,0
"135",3,37,43,266,1,"Number",1503,,0
"1350",4,27,27,144,1,"Number",1519,,0
"1351",4,1,1,2,1,"Number",1545,,0
"13516",5,1,1,2,1,"Number",1545,,0
"135293",6,1,1,2,1,"Number",1545,,0
"1354",4,6,7,20,1,"Number",1539,,0
"1359",4,1,2,4,1,"Number",1544,,0
"135962",6,1,1,2,1,"Number",1545,,0
"135px",5,1,1,2,1,"Number",1545,,0
"136",3,31,33,188,1,"Number",1513,,0
"1360",4,1,1,2,1,"Number",1545,,0
"1361867",7,1,1,2,1,"Number",1545,,0
"1362",4,1,1,2,1,"Number",1545,,0
"1365",4,1,1,2,1,"Number",1545,,0
"1366",4,5,6,16,1,"Number",1540,,0
"1366x768",8,1,2,4,1,"Number",1544,,0
"1367",4,1,1,2,1,"Number",1545,,0
"1368",4,1,1,2,1,"Number",1545,,0
"136897",6,1,1,2,1,"Number",1545,,0
"136975",6,1,1,2,1,"Number",1545,,0
"136cv",5,1,1,2,1,"Number",1545,,0
"136g",4,1,1,2,1,"Number",1545,,0
"136p",4,1,1,2,1,"Number",1545,,0
"136px",5,1,1,2,1,"Number",1545,,0
"137",3,29,30,165,1,"Number",1516,,0
"1371",4,3,3,7,1,"Number",1543,,0
"1373",4,2,2,4,1,"Number",1544,,0
"137312",6,1,1,2,1,"Number",1545,,0
"1374",4,1,1,2,1,"Number",1545,,0
"13740",5,1,1,2,1,"Number",1545,,0
"13779",5,1,1,2,1,"Number",1545,,0
"13786",5,1,1,2,1,"Number",1545,,0
"137px",5,3,3,7,1,"Number",1543,,0
"137x400",7,1,1,2,1,"Number",1545,,0
"138",3,68,76,632,1,"Number",1470,,0
"1380",4,1,1,2,1,"Number",1545,,0
"1381",4,1,1,2,1,"Number",1545,,0
"13827",5,1,1,2,1,"Number",1545,,0
"1383",4,1,1,2,1,"Number",1545,,0
"1384",4,2,2,4,1,"Number",1544,,0
"13840",5,1,1,2,1,"Number",1545,,0
"1385",4,3,3,7,1,"Number",1543,,0
"13852",5,2,2,4,1,"Number",1544,,0
"138554",6,1,1,2,1,"Number",1545,,0
"1385w",5,2,2,4,1,"Number",1544,,0
"1386",4,1,1,2,1,"Number",1545,,0
"1387",4,1,1,2,1,"Number",1545,,0
"13877",5,1,1,2,1,"Number",1545,,0
"1389",4,1,1,2,1,"Number",1545,,0
"138f",4,1,1,2,1,"Number",1545,,0
"139",3,30,30,168,1,"Number",1516,,0
"1390",4,1,1,2,1,"Number",1545,,0
"1391",4,1,1,2,1,"Number",1545,,0
"13933",5,1,1,2,1,"Number",1545,,0
"1394",4,3,4,9,1,"Number",1542,,0
"139426",6,1,1,2,1,"Number",1545,,0
"1395",4,1,1,2,1,"Number",1545,,0
"139546",6,1,1,2,1,"Number",1545,,0
"1396",4,1,1,2,1,"Number",1545,,0
"139g",4,2,2,4,1,"Number",1544,,0
"139pcomo",8,1,1,2,1,"Number",1545,,0
"139px",5,1,1,2,1,"Number",1545,,0
"13h",3,9,13,42,1,"Number",1533,,0
"13h00",5,8,10,31,1,"Number",1536,,0
"13h30",5,4,7,17,1,"Number",1539,,0
"13h45",5,3,3,7,1,"Number",1543,,0
"13kb",4,1,1,2,1,"Number",1545,,0
"13kg",4,1,2,4,1,"Number",1544,,0
"13px",4,7,80,227,1,"Number",1466,,0
"13whql",6,1,1,2,1,"Number",1545,,0
"14",2,2876,6360,341137,1,"Number",98,,0
"140",3,50,57,408,1,"Number",1489,,0
"14002",5,1,1,2,1,"Number",1545,,0
"1401",4,2,2,4,1,"Number",1544,,0
"1403",4,1,1,2,1,"Number",1545,,0
"1404",4,1,1,2,1,"Number",1545,,0
"1406",4,1,1,2,1,"Number",1545,,0
"140689",6,4,4,10,1,"Number",1542,,0
"1407",4,1,1,2,1,"Number",1545,,0
"14086",5,1,1,2,1,"Number",1545,,0
"14095",5,1,1,2,1,"Number",1545,,0
"140g",4,1,2,4,1,"Number",1544,,0
"140km",5,1,1,2,1,"Number",1545,,0
"140mm",5,1,3,5,1,"Number",1543,,0
"140px",5,2,3,6,1,"Number",1543,,0
"140w",4,1,2,4,1,"Number",1544,,0
"141",3,18,18,79,1,"Number",1528,,0
"1411",4,1,1,2,1,"Number",1545,,0
"14114",5,1,1,2,1,"Number",1545,,0
"14115",5,1,1,2,1,"Number",1545,,0
"14116",5,1,1,2,1,"Number",1545,,0
"14123",5,1,1,2,1,"Number",1545,,0
"141293938",9,1,1,2,1,"Number",1545,,0
"1413",4,1,1,2,1,"Number",1545,,0
"1415",4,11,12,43,1,"Number",1534,,0
"1417",4,3,5,11,1,"Number",1541,,0
"1418",4,4,4,10,1,"Number",1542,,0
"142",3,38,39,245,1,"Number",1507,,0
"1420",4,1,1,2,1,"Number",1545,,0
"1421",4,34,34,202,1,"Number",1512,,0
"1424",4,1,1,2,1,"Number",1545,,0
"14240341",8,1,1,2,1,"Number",1545,,0
"1426",4,1,1,2,1,"Number",1545,,0
"142px",5,1,1,2,1,"Number",1545,,0
"143",3,24,25,126,1,"Number",1521,,0
"0",1,4289,15292,1001598,1,"Number",29,,0
"00",2,3668,13035,789561,1,"Number",38,,0
"000",3,100,426,4282,1,"Number",1122,,0
"0000",4,35,230,1381,1,"Number",1316,,0
"000000",6,3,3,7,1,"Number",1543,,0
"00000001",8,1,1,2,1,"Number",1545,,0
"00000009872",11,1,1,2,1,"Number",1545,,0
"00000019647",11,1,1,2,1,"Number",1545,,0
"00000066602",11,1,1,2,1,"Number",1545,,0
"00000084175",11,1,1,2,1,"Number",1545,,0
"00000104245",11,1,1,2,1,"Number",1545,,0
"00000106135",11,1,1,2,1,"Number",1545,,0
"00000110587",11,1,1,2,1,"Number",1545,,0
"00000126878",11,1,1,2,1,"Number",1545,,0
"00000127028",11,1,1,2,1,"Number",1545,,0
"00000135890",11,1,1,2,1,"Number",1545,,0
"00000140838",11,1,1,2,1,"Number",1545,,0
"00000143744",11,1,1,2,1,"Number",1545,,0
"00000150106",11,1,1,2,1,"Number",1545,,0
"00000150594",11,1,1,2,1,"Number",1545,,0
"00000157559",11,1,1,2,1,"Number",1545,,0
"00000169562",11,1,1,2,1,"Number",1545,,0
"00000170573",11,1,1,2,1,"Number",1545,,0
"00000172116",11,1,1,2,1,"Number",1545,,0
"00000173953",11,1,1,2,1,"Number",1545,,0
"00000174144",11,1,1,2,1,"Number",1545,,0
"00000179044",11,1,1,2,1,"Number",1545,,0
"00000180811",11,1,1,2,1,"Number",1545,,0
"00000183377",11,1,1,2,1,"Number",1545,,0
"00000185260",11,1,1,2,1,"Number",1545,,0
"00000186900",11,1,1,2,1,"Number",1545,,0
"00000191218",11,1,1,2,1,"Number",1545,,0
"00000194500",11,1,1,2,1,"Number",1545,,0
"00000196189",11,1,1,2,1,"Number",1545,,0
"00000196229",11,1,1,2,1,"Number",1545,,0
"00000200866",11,1,1,2,1,"Number",1545,,0
"00000200868",11,1,1,2,1,"Number",1545,,0
"00000203532",11,1,1,2,1,"Number",1545,,0
"00000204289",11,1,1,2,1,"Number",1545,,0
"00000205248",11,1,1,2,1,"Number",1545,,0
"00000205315",11,1,1,2,1,"Number",1545,,0
"00000205321",11,1,1,2,1,"Number",1545,,0
"00000205580",11,1,1,2,1,"Number",1545,,0
"00000206249",11,1,1,2,1,"Number",1545,,0
"00000210846",11,1,1,2,1,"Number",1545,,0
"00000211764",11,1,1,2,1,"Number",1545,,0
"00000212292",11,1,1,2,1,"Number",1545,,0
"00000213838",11,1,1,2,1,"Number",1545,,0
"00000213937",11,1,1,2,1,"Number",1545,,0
"00000214345",11,1,1,2,1,"Number",1545,,0
"00000215773",11,1,1,2,1,"Number",1545,,0
"00000215917",11,1,1,2,1,"Number",1545,,0
"00000216364",11,1,1,2,1,"Number",1545,,0
"00000216943",11,1,1,2,1,"Number",1545,,0
"00000217612",11,1,1,2,1,"Number",1545,,0
"00000218823",11,1,1,2,1,"Number",1545,,0
"00000218971",11,1,1,2,1,"Number",1545,,0
"00000219523",11,1,1,2,1,"Number",1545,,0
"00000219901",11,1,1,2,1,"Number",1545,,0
"00000219953",11,1,1,2,1,"Number",1545,,0
"00000220141",11,1,1,2,1,"Number",1545,,0
"00000220495",11,1,1,2,1,"Number",1545,,0
"00000220733",11,1,1,2,1,"Number",1545,,0
"00000221257",11,1,1,2,1,"Number",1545,,0
"00000221609",11,1,1,2,1,"Number",1545,,0
"00000222664",11,1,1,2,1,"Number",1545,,0
"00000222706",11,1,1,2,1,"Number",1545,,0
"00000224396",11,1,1,2,1,"Number",1545,,0
"00000224492",11,1,1,2,1,"Number",1545,,0
"00000225450",11,1,1,2,1,"Number",1545,,0
"00000225919",11,1,1,2,1,"Number",1545,,0
"00000226193",11,1,1,2,1,"Number",1545,,0
"00000226338",11,1,1,2,1,"Number",1545,,0
"00000226435",11,1,1,2,1,"Number",1545,,0
"00000226472",11,1,1,2,1,"Number",1545,,0
